source_image_id,image_route_name_no_placement,image_v16_summary_mode_aux,image_flat_route_class_aux,image_route_family_v2,image_person_shot_type,image_context_intent,image_routing_confidence,positive_total,ar_mode_group_count,shown_crop_count,review_image,source_image,mode_counts_json,target_ar_counts_json,routing_v2_counts_json,flat_route_counts_json
sstk_image_516480421,person_group,person_group,person_group|na|center|balanced|feasible,person_group,,balanced,0.99,5,5,5,data/SSTK/PhaseA_PhotoPrimary_10K_SigLIP2_v5_20260529/artifacts/training_labels_multimode/260609_v17_routing_v2_precompute_native_nofood_petstrict_cropstrict_nms_v5/crop_review_routing_v2_v17_precompute_native/panels_unified_220/panels/review_sstk_image_516480421.jpg,data/SSTK/PhaseA_PhotoPrimary_10K_SigLIP2_v5_20260529/images/sstk_image_516480421.jpg,"{""person_single_face_headshot_center"": 2, ""scene_center"": 3}","{""16:9"": 1, ""1:1"": 1, ""3:4"": 1, ""4:3"": 1, ""FREE"": 1}","{""person_single/face_headshot/center/tight_subject/feasible"": 2, ""scene/na/center/balanced/feasible"": 3}","{""person_single|face_headshot|center|tight_subject|feasible"": 2, ""scene|na|center|balanced|feasible"": 3}"
pond5_image_52342129,person_group,person_group,person_group|na|center|balanced|feasible,person_group,,balanced,0.99,19,19,12,data/SSTK/PhaseA_PhotoPrimary_10K_SigLIP2_v5_20260529/artifacts/training_labels_multimode/260609_v17_routing_v2_precompute_native_nofood_petstrict_cropstrict_nms_v5/crop_review_routing_v2_v17_precompute_native/panels_unified_220/panels/review_pond5_image_52342129.jpg,data/SSTK/PhaseA_PhotoPrimary_10K_SigLIP2_v5_20260529/images/pond5_image_52342129.jpg,"{""person_group_center"": 5, ""person_group_rot"": 4, ""person_single_face_headshot_center"": 2, ""person_single_full_body_center"": 3, ""person_single_full_body_rot"": 2, ""scene_center"": 3}","{""16:9"": 1, ""1:1"": 5, ""3:4"": 3, ""4:3"": 5, ""9:16"": 1, ""FREE"": 4}","{""person_group/na/center/balanced/feasible"": 5, ""person_group/na/rot/balanced/feasible"": 4, ""person_single/face_headshot/center/tight_subject/feasible"": 2, ""person_single/full_body/center/balanced/feasible"": 3, ""person_single/full_body/rot/balanced/feasible"": 2, ""scene/na/center/balanced/feasible"": 3}","{""person_group|na|center|balanced|feasible"": 5, ""person_group|na|rot|balanced|feasible"": 4, ""person_single|face_headshot|center|tight_subject|feasible"": 2, ""person_single|full_body|center|balanced|feasible"": 3, ""person_single|full_body|rot|balanced|feasible"": 2, ""scene|na|center|balanced|feasible"": 3}"
sstk_image_1130328734,person_group,person_group,person_group|na|center|balanced|feasible,person_group,,balanced,0.99,19,19,12,data/SSTK/PhaseA_PhotoPrimary_10K_SigLIP2_v5_20260529/artifacts/training_labels_multimode/260609_v17_routing_v2_precompute_native_nofood_petstrict_cropstrict_nms_v5/crop_review_routing_v2_v17_precompute_native/panels_unified_220/panels/review_sstk_image_1130328734.jpg,data/SSTK/PhaseA_PhotoPrimary_10K_SigLIP2_v5_20260529/images/sstk_image_1130328734.jpg,"{""person_group_center"": 6, ""person_group_rot"": 2, ""person_single_upper_half_body_center"": 5, ""person_single_upper_half_body_rot"": 4, ""scene_center"": 2}","{""16:9"": 1, ""1:1"": 4, ""3:4"": 3, ""4:3"": 3, ""9:16"": 3, ""FREE"": 5}","{""person_group/na/center/balanced/feasible"": 6, ""person_group/na/rot/balanced/feasible"": 2, ""person_single/upper_half_body/center/balanced/feasible"": 5, ""person_single/upper_half_body/rot/balanced/feasible"": 4, ""scene/na/center/balanced/feasible"": 2}","{""person_group|na|center|balanced|feasible"": 6, ""person_group|na|rot|balanced|feasible"": 2, ""person_single|upper_half_body|center|balanced|feasible"": 5, ""person_single|upper_half_body|rot|balanced|feasible"": 4, ""scene|na|center|balanced|feasible"": 2}"
bigstock_image_166663685,scene,scene,scene|na|center|balanced|feasible,scene,,balanced,0.65,22,22,12,data/SSTK/PhaseA_PhotoPrimary_10K_SigLIP2_v5_20260529/artifacts/training_labels_multimode/260609_v17_routing_v2_precompute_native_nofood_petstrict_cropstrict_nms_v5/crop_review_routing_v2_v17_precompute_native/panels_unified_220/panels/review_bigstock_image_166663685.jpg,data/SSTK/PhaseA_PhotoPrimary_10K_SigLIP2_v5_20260529/images/bigstock_image_166663685.jpg,"{""person_group_center"": 6, ""person_group_rot"": 2, ""person_single_face_headshot_center"": 3, ""person_single_full_body_center"": 3, ""person_single_full_body_rot"": 6, ""scene_center"": 2}","{""16:9"": 2, ""1:1"": 5, ""3:4"": 3, ""4:3"": 5, ""9:16"": 3, ""FREE"": 4}","{""person_group/na/center/balanced/feasible"": 6, ""person_group/na/rot/balanced/feasible"": 2, ""person_single/face_headshot/center/tight_subject/feasible"": 3, ""person_single/full_body/center/balanced/feasible"": 3, ""person_single/full_body/rot/balanced/feasible"": 6, ""scene/na/center/balanced/feasible"": 2}","{""person_group|na|center|balanced|feasible"": 6, ""person_group|na|rot|balanced|feasible"": 2, ""person_single|face_headshot|center|tight_subject|feasible"": 3, ""person_single|full_body|center|balanced|feasible"": 3, ""person_single|full_body|rot|balanced|feasible"": 6, ""scene|na|center|balanced|feasible"": 2}"
sstk_image_1380417755,person_group,person_group,person_group|na|center|balanced|feasible,person_group,,balanced,0.99,11,11,11,data/SSTK/PhaseA_PhotoPrimary_10K_SigLIP2_v5_20260529/artifacts/training_labels_multimode/260609_v17_routing_v2_precompute_native_nofood_petstrict_cropstrict_nms_v5/crop_review_routing_v2_v17_precompute_native/panels_unified_220/panels/review_sstk_image_1380417755.jpg,data/SSTK/PhaseA_PhotoPrimary_10K_SigLIP2_v5_20260529/images/sstk_image_1380417755.jpg,"{""person_group_center"": 4, ""person_group_rot"": 4, ""person_single_full_body_rot"": 1, ""scene_center"": 2}","{""1:1"": 2, ""3:4"": 3, ""9:16"": 2, ""FREE"": 4}","{""person_group/na/center/balanced/feasible"": 4, ""person_group/na/rot/balanced/feasible"": 4, ""person_single/full_body/rot/balanced/feasible"": 1, ""scene/na/center/balanced/feasible"": 2}","{""person_group|na|center|balanced|feasible"": 4, ""person_group|na|rot|balanced|feasible"": 4, ""person_single|full_body|rot|balanced|feasible"": 1, ""scene|na|center|balanced|feasible"": 2}"
sstk_image_2191084687,pet_dogcat,pet_dogcat,pet_dogcat|na|center|tight_subject|feasible,pet_dogcat,,tight_subject,0.73,41,41,12,data/SSTK/PhaseA_PhotoPrimary_10K_SigLIP2_v5_20260529/artifacts/training_labels_multimode/260609_v17_routing_v2_precompute_native_nofood_petstrict_cropstrict_nms_v5/crop_review_routing_v2_v17_precompute_native/panels_unified_220/panels/review_sstk_image_2191084687.jpg,data/SSTK/PhaseA_PhotoPrimary_10K_SigLIP2_v5_20260529/images/sstk_image_2191084687.jpg,"{""person_group_center"": 6, ""person_group_rot"": 6, ""person_single_face_headshot_center"": 2, ""person_single_upper_half_body_center"": 6, ""person_single_upper_half_body_rot"": 6, ""pet_dogcat_center"": 6, ""pet_dogcat_rot"": 6, ""scene_center"": 3}","{""16:9"": 7, ""1:1"": 7, ""3:4"": 7, ""4:3"": 7, ""9:16"": 6, ""FREE"": 7}","{""person_group/na/center/balanced/feasible"": 6, ""person_group/na/rot/balanced/feasible"": 6, ""person_single/face_headshot/center/tight_subject/feasible"": 2, ""person_single/upper_half_body/center/balanced/feasible"": 6, ""person_single/upper_half_body/rot/balanced/feasible"": 6, ""pet_dogcat/na/center/tight_subject/feasible"": 6, ""pet_dogcat/na/rot/balanced/feasible"": 6, ""scene/na/center/balanced/feasible"": 3}","{""person_group|na|center|balanced|feasible"": 6, ""person_group|na|rot|balanced|feasible"": 6, ""person_single|face_headshot|center|tight_subject|feasible"": 2, ""person_single|upper_half_body|center|balanced|feasible"": 6, ""person_single|upper_half_body|rot|balanced|feasible"": 6, ""pet_dogcat|na|center|tight_subject|feasible"": 6, ""pet_dogcat|na|rot|balanced|feasible"": 6, ""scene|na|center|balanced|feasible"": 3}"
pond5_image_114415241,person_group,person_group,person_group|na|center|balanced|feasible,person_group,,balanced,0.99,22,20,12,data/SSTK/PhaseA_PhotoPrimary_10K_SigLIP2_v5_20260529/artifacts/training_labels_multimode/260609_v17_routing_v2_precompute_native_nofood_petstrict_cropstrict_nms_v5/crop_review_routing_v2_v17_precompute_native/panels_unified_220/panels/review_pond5_image_114415241.jpg,data/SSTK/PhaseA_PhotoPrimary_10K_SigLIP2_v5_20260529/images/pond5_image_114415241.jpg,"{""person_group_center"": 5, ""person_group_rot"": 4, ""person_single_face_headshot_center"": 4, ""person_single_upper_half_body_center"": 4, ""person_single_upper_half_body_rot"": 3, ""scene_center"": 2}","{""1:1"": 6, ""3:4"": 6, ""4:3"": 4, ""9:16"": 1, ""FREE"": 5}","{""person_group/na/center/balanced/feasible"": 5, ""person_group/na/rot/balanced/feasible"": 4, ""person_single/face_headshot/center/tight_subject/feasible"": 4, ""person_single/upper_half_body/center/balanced/feasible"": 4, ""person_single/upper_half_body/rot/balanced/feasible"": 3, ""scene/na/center/balanced/feasible"": 2}","{""person_group|na|center|balanced|feasible"": 5, ""person_group|na|rot|balanced|feasible"": 4, ""person_single|face_headshot|center|tight_subject|feasible"": 4, ""person_single|upper_half_body|center|balanced|feasible"": 4, ""person_single|upper_half_body|rot|balanced|feasible"": 3, ""scene|na|center|balanced|feasible"": 2}"
sstk_image_1785327902,scene,scene,scene|na|center|balanced|feasible,scene,,balanced,0.65,28,28,12,data/SSTK/PhaseA_PhotoPrimary_10K_SigLIP2_v5_20260529/artifacts/training_labels_multimode/260609_v17_routing_v2_precompute_native_nofood_petstrict_cropstrict_nms_v5/crop_review_routing_v2_v17_precompute_native/panels_unified_220/panels/review_sstk_image_1785327902.jpg,data/SSTK/PhaseA_PhotoPrimary_10K_SigLIP2_v5_20260529/images/sstk_image_1785327902.jpg,"{""person_group_center"": 5, ""person_group_rot"": 5, ""person_single_full_body_center"": 4, ""person_single_full_body_rot"": 5, ""person_single_upper_half_body_rot"": 3, ""scene_center"": 6}","{""16:9"": 4, ""1:1"": 5, ""3:4"": 6, ""4:3"": 5, ""9:16"": 3, ""FREE"": 5}","{""person_group/na/center/balanced/feasible"": 5, ""person_group/na/rot/balanced/feasible"": 5, ""person_single/full_body/center/balanced/feasible"": 4, ""person_single/full_body/rot/balanced/feasible"": 5, ""person_single/upper_half_body/rot/balanced/feasible"": 3, ""scene/na/center/balanced/feasible"": 6}","{""person_group|na|center|balanced|feasible"": 5, ""person_group|na|rot|balanced|feasible"": 5, ""person_single|full_body|center|balanced|feasible"": 4, ""person_single|full_body|rot|balanced|feasible"": 5, ""person_single|upper_half_body|rot|balanced|feasible"": 3, ""scene|na|center|balanced|feasible"": 6}"
pond5_image_201293170,person_group,person_group,person_group|na|center|balanced|feasible,person_group,,balanced,0.99,16,16,12,data/SSTK/PhaseA_PhotoPrimary_10K_SigLIP2_v5_20260529/artifacts/training_labels_multimode/260609_v17_routing_v2_precompute_native_nofood_petstrict_cropstrict_nms_v5/crop_review_routing_v2_v17_precompute_native/panels_unified_220/panels/review_pond5_image_201293170.jpg,data/SSTK/PhaseA_PhotoPrimary_10K_SigLIP2_v5_20260529/images/pond5_image_201293170.jpg,"{""person_group_center"": 5, ""person_group_rot"": 6, ""scene_center"": 5}","{""16:9"": 2, ""1:1"": 3, ""3:4"": 3, ""4:3"": 3, ""9:16"": 2, ""FREE"": 3}","{""person_group/na/center/balanced/feasible"": 5, ""person_group/na/rot/balanced/feasible"": 6, ""scene/na/center/balanced/feasible"": 5}","{""person_group|na|center|balanced|feasible"": 5, ""person_group|na|rot|balanced|feasible"": 6, ""scene|na|center|balanced|feasible"": 5}"
sstk_image_1562341474,scene,scene,scene|na|center|balanced|feasible,scene,,balanced,0.6,14,14,12,data/SSTK/PhaseA_PhotoPrimary_10K_SigLIP2_v5_20260529/artifacts/training_labels_multimode/260609_v17_routing_v2_precompute_native_nofood_petstrict_cropstrict_nms_v5/crop_review_routing_v2_v17_precompute_native/panels_unified_220/panels/review_sstk_image_1562341474.jpg,data/SSTK/PhaseA_PhotoPrimary_10K_SigLIP2_v5_20260529/images/sstk_image_1562341474.jpg,"{""person_group_center"": 6, ""person_group_rot"": 6, ""scene_center"": 2}","{""16:9"": 2, ""1:1"": 2, ""3:4"": 3, ""4:3"": 2, ""9:16"": 2, ""FREE"": 3}","{""person_group/na/center/balanced/feasible"": 6, ""person_group/na/rot/balanced/feasible"": 6, ""scene/na/center/balanced/feasible"": 2}","{""person_group|na|center|balanced|feasible"": 6, ""person_group|na|rot|balanced|feasible"": 6, ""scene|na|center|balanced|feasible"": 2}"
bigstock_image_312782197,scene,scene,scene|na|center|balanced|feasible,scene,,balanced,0.65,17,17,12,data/SSTK/PhaseA_PhotoPrimary_10K_SigLIP2_v5_20260529/artifacts/training_labels_multimode/260609_v17_routing_v2_precompute_native_nofood_petstrict_cropstrict_nms_v5/crop_review_routing_v2_v17_precompute_native/panels_unified_220/panels/review_bigstock_image_312782197.jpg,data/SSTK/PhaseA_PhotoPrimary_10K_SigLIP2_v5_20260529/images/bigstock_image_312782197.jpg,"{""person_group_center"": 5, ""person_group_rot"": 5, ""person_single_face_headshot_center"": 3, ""person_single_full_body_rot"": 3, ""scene_center"": 1}","{""16:9"": 2, ""1:1"": 3, ""3:4"": 3, ""4:3"": 3, ""9:16"": 2, ""FREE"": 4}","{""person_group/na/center/balanced/feasible"": 5, ""person_group/na/rot/balanced/feasible"": 5, ""person_single/face_headshot/center/tight_subject/feasible"": 3, ""person_single/full_body/rot/balanced/feasible"": 3, ""scene/na/center/balanced/feasible"": 1}","{""person_group|na|center|balanced|feasible"": 5, ""person_group|na|rot|balanced|feasible"": 5, ""person_single|face_headshot|center|tight_subject|feasible"": 3, ""person_single|full_body|rot|balanced|feasible"": 3, ""scene|na|center|balanced|feasible"": 1}"
sstk_image_440623876,person_single_face_headshot,person_single_face_headshot,person_single|face_headshot|center|tight_subject|feasible,person_single,face_headshot,tight_subject,0.95,10,10,10,data/SSTK/PhaseA_PhotoPrimary_10K_SigLIP2_v5_20260529/artifacts/training_labels_multimode/260609_v17_routing_v2_precompute_native_nofood_petstrict_cropstrict_nms_v5/crop_review_routing_v2_v17_precompute_native/panels_unified_220/panels/review_sstk_image_440623876.jpg,data/SSTK/PhaseA_PhotoPrimary_10K_SigLIP2_v5_20260529/images/sstk_image_440623876.jpg,"{""person_single_face_headshot_center"": 6, ""scene_center"": 4}","{""16:9"": 2, ""1:1"": 2, ""3:4"": 1, ""4:3"": 2, ""9:16"": 1, ""FREE"": 2}","{""person_single/face_headshot/center/tight_subject/feasible"": 6, ""scene/na/center/balanced/feasible"": 4}","{""person_single|face_headshot|center|tight_subject|feasible"": 6, ""scene|na|center|balanced|feasible"": 4}"
sstk_image_2219552153,person_group,person_group,person_group|na|center|balanced|feasible,person_group,,balanced,0.99,7,7,7,data/SSTK/PhaseA_PhotoPrimary_10K_SigLIP2_v5_20260529/artifacts/training_labels_multimode/260609_v17_routing_v2_precompute_native_nofood_petstrict_cropstrict_nms_v5/crop_review_routing_v2_v17_precompute_native/panels_unified_220/panels/review_sstk_image_2219552153.jpg,data/SSTK/PhaseA_PhotoPrimary_10K_SigLIP2_v5_20260529/images/sstk_image_2219552153.jpg,"{""person_single_face_headshot_center"": 6, ""scene_center"": 1}","{""16:9"": 1, ""1:1"": 1, ""3:4"": 1, ""4:3"": 1, ""9:16"": 1, ""FREE"": 2}","{""person_single/face_headshot/center/tight_subject/feasible"": 6, ""scene/na/center/balanced/feasible"": 1}","{""person_single|face_headshot|center|tight_subject|feasible"": 6, ""scene|na|center|balanced|feasible"": 1}"
pond5_image_125457403,person_single_face_headshot,person_single_face_headshot,person_single|face_headshot|center|tight_subject|feasible,person_single,face_headshot,tight_subject,0.95,13,13,12,data/SSTK/PhaseA_PhotoPrimary_10K_SigLIP2_v5_20260529/artifacts/training_labels_multimode/260609_v17_routing_v2_precompute_native_nofood_petstrict_cropstrict_nms_v5/crop_review_routing_v2_v17_precompute_native/panels_unified_220/panels/review_pond5_image_125457403.jpg,data/SSTK/PhaseA_PhotoPrimary_10K_SigLIP2_v5_20260529/images/pond5_image_125457403.jpg,"{""person_single_face_headshot_center"": 6, ""person_single_upper_half_body_center"": 3, ""person_single_upper_half_body_rot"": 2, ""scene_center"": 2}","{""16:9"": 2, ""1:1"": 1, ""3:4"": 1, ""4:3"": 4, ""9:16"": 1, ""FREE"": 4}","{""person_single/face_headshot/center/tight_subject/feasible"": 6, ""person_single/upper_half_body/center/balanced/feasible"": 3, ""person_single/upper_half_body/rot/balanced/feasible"": 2, ""scene/na/center/balanced/feasible"": 2}","{""person_single|face_headshot|center|tight_subject|feasible"": 6, ""person_single|upper_half_body|center|balanced|feasible"": 3, ""person_single|upper_half_body|rot|balanced|feasible"": 2, ""scene|na|center|balanced|feasible"": 2}"
sstk_image_2029093490,person_group,person_group,person_group|na|center|balanced|feasible,person_group,,balanced,0.99,9,9,9,data/SSTK/PhaseA_PhotoPrimary_10K_SigLIP2_v5_20260529/artifacts/training_labels_multimode/260609_v17_routing_v2_precompute_native_nofood_petstrict_cropstrict_nms_v5/crop_review_routing_v2_v17_precompute_native/panels_unified_220/panels/review_sstk_image_2029093490.jpg,data/SSTK/PhaseA_PhotoPrimary_10K_SigLIP2_v5_20260529/images/sstk_image_2029093490.jpg,"{""person_single_face_headshot_center"": 6, ""scene_center"": 3}","{""16:9"": 2, ""1:1"": 1, ""3:4"": 1, ""4:3"": 2, ""9:16"": 1, ""FREE"": 2}","{""person_single/face_headshot/center/tight_subject/feasible"": 6, ""scene/na/center/balanced/feasible"": 3}","{""person_single|face_headshot|center|tight_subject|feasible"": 6, ""scene|na|center|balanced|feasible"": 3}"
sstk_image_577576846,person_single_face_headshot,person_single_face_headshot,person_single|face_headshot|center|tight_subject|feasible,person_single,face_headshot,tight_subject,0.95,13,13,12,data/SSTK/PhaseA_PhotoPrimary_10K_SigLIP2_v5_20260529/artifacts/training_labels_multimode/260609_v17_routing_v2_precompute_native_nofood_petstrict_cropstrict_nms_v5/crop_review_routing_v2_v17_precompute_native/panels_unified_220/panels/review_sstk_image_577576846.jpg,data/SSTK/PhaseA_PhotoPrimary_10K_SigLIP2_v5_20260529/images/sstk_image_577576846.jpg,"{""person_single_face_headshot_center"": 6, ""person_single_upper_half_body_rot"": 3, ""scene_center"": 4}","{""16:9"": 2, ""1:1"": 3, ""3:4"": 1, ""4:3"": 3, ""9:16"": 1, ""FREE"": 3}","{""person_single/face_headshot/center/tight_subject/feasible"": 6, ""person_single/upper_half_body/rot/balanced/feasible"": 3, ""scene/na/center/balanced/feasible"": 4}","{""person_single|face_headshot|center|tight_subject|feasible"": 6, ""person_single|upper_half_body|rot|balanced|feasible"": 3, ""scene|na|center|balanced|feasible"": 4}"
bigstock_image_173600372,person_group,person_group,person_group|na|center|balanced|feasible,person_group,,balanced,0.99,22,22,12,data/SSTK/PhaseA_PhotoPrimary_10K_SigLIP2_v5_20260529/artifacts/training_labels_multimode/260609_v17_routing_v2_precompute_native_nofood_petstrict_cropstrict_nms_v5/crop_review_routing_v2_v17_precompute_native/panels_unified_220/panels/review_bigstock_image_173600372.jpg,data/SSTK/PhaseA_PhotoPrimary_10K_SigLIP2_v5_20260529/images/bigstock_image_173600372.jpg,"{""person_single_face_headshot_center"": 2, ""person_single_full_body_center"": 3, ""person_single_full_body_rot"": 3, ""pet_dogcat_center"": 6, ""pet_dogcat_rot"": 6, ""scene_center"": 2}","{""16:9"": 2, ""1:1"": 5, ""3:4"": 5, ""4:3"": 3, ""9:16"": 4, ""FREE"": 3}","{""person_single/face_headshot/center/tight_subject/feasible"": 2, ""person_single/full_body/center/balanced/feasible"": 3, ""person_single/full_body/rot/balanced/feasible"": 3, ""pet_dogcat/na/center/tight_subject/feasible"": 6, ""pet_dogcat/na/rot/balanced/feasible"": 6, ""scene/na/center/balanced/feasible"": 2}","{""person_single|face_headshot|center|tight_subject|feasible"": 2, ""person_single|full_body|center|balanced|feasible"": 3, ""person_single|full_body|rot|balanced|feasible"": 3, ""pet_dogcat|na|center|tight_subject|feasible"": 6, ""pet_dogcat|na|rot|balanced|feasible"": 6, ""scene|na|center|balanced|feasible"": 2}"
